,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
2233,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,0,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,0,1,1
10585,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
3204,1,-1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,-1
6692,-1,-1,1,1,1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,0,-1,1,-1,1,-1,1,-1,1,1,1,1,-1
2101,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,-1
3996,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,-1
2351,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
6537,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-1
4832,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,-1,1
967,1,-1,1,1,1,-1,0,0,-1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,1,0,1,-1
7583,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,-1
9328,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1
4621,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,1,1
6057,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,0,0,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,1
1016,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
6063,1,-1,1,-1,1,-1,0,1,-1,-1,-1,1,1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,1,0,1,1
4145,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
4720,1,-1,1,1,1,-1,-1,1,-1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
3948,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,-1
8272,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,0,-1,-1,1,0,-1,1,-1,-1,1,1,1,-1,1,0,1,1
6717,-1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1
8363,-1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,0,-1,0,-1,1,0,-1,1,-1,1,1,1,0,-1,1,1,1,1
8177,-1,-1,1,-1,1,-1,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1
835,-1,1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,1
1083,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,-1
9025,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
573,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,-1
7868,1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
7084,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,0,-1,-1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,-1
5007,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
4656,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
2335,1,-1,1,1,1,-1,0,1,-1,-1,-1,1,1,0,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1
8230,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
10756,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
5652,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,0,0,1,-1,1,0,1,1,-1,1,-1,1,1,-1,1,1,1,1
840,1,1,1,1,1,-1,0,1,-1,1,1,1,1,0,-1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
10843,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,-1,1,1
4316,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,0,0,-1,1,-1,0,1,1,1,1,1,-1,1,-1,1,-1,-1,1
4646,1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
8820,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,0,0,-1,1,0,-1,1,-1,-1,-1,1,0,1,1,1,1,1
5401,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,-1,1,1,1,-1,1,0,1,1,0,1,-1
5470,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1
9979,1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,0,1,1,-1,-1,1,1,0,-1,1,0,1,-1
2759,1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,0,-1,-1,-1,0,1,1,1,1,1,1,-1,-1,1,0,-1,1
6593,1,-1,1,1,1,-1,0,-1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,0,1,-1
3028,1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,-1
3736,1,1,1,1,1,-1,0,1,-1,1,1,1,1,0,-1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
3939,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
4669,1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1
9429,-1,1,1,1,1,-1,0,0,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,-1
7326,-1,-1,1,1,1,-1,0,0,1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1
4746,1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,0,1,-1
2499,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,-1
5538,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,0,-1,-1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,1
4899,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,-1,-1,0,1,1,1,1,-1,1,-1,-1,1,0,-1,-1
4481,1,-1,1,1,1,-1,0,1,1,-1,-1,1,-1,1,0,-1,-1,1,0,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1
2980,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1
7424,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,-1,0,1,1,-1,1,1,-1,1,-1,-1,1,1,1
8852,-1,-1,1,-1,1,-1,-1,0,1,-1,-1,1,-1,-1,1,-1,-1,1,0,1,1,-1,1,1,1,0,-1,-1,0,1,-1
7887,1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
7086,-1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
7858,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
4468,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
2491,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,-1,1
566,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
7660,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1
617,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
4531,1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
8041,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
10315,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
8954,-1,-1,-1,1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,1,0,-1,-1
132,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,0,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1
4846,-1,1,-1,1,-1,1,0,1,-1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,1,1,-1,1
9358,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
6091,-1,-1,1,-1,1,-1,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,-1,1,-1,1,-1,1,1,1,1,1,1,-1
10538,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,1,1,-1,-1
3233,1,1,1,1,1,-1,0,0,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,0,1,-1
8008,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
8023,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
10164,-1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,0,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,1
5298,-1,-1,1,-1,1,-1,0,0,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,-1,-1
3022,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
2147,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,1
4417,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,-1
526,-1,1,-1,1,-1,-1,0,0,-1,1,1,-1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1
5467,-1,1,1,1,1,-1,1,0,-1,1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1
7466,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,1,-1,1,1,0,1,-1
2875,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,-1,0,1,1
6908,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,0,0,-1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,-1
6343,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
5322,-1,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,1,-1,1,-1,-1
6354,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,-1
5475,-1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,-1,-1
4333,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
7465,1,-1,1,1,1,1,0,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
2907,1,-1,1,1,1,-1,0,1,1,-1,1,1,-1,1,0,-1,1,1,0,1,1,-1,-1,-1,-1,1,1,-1,1,1,1
5797,-1,-1,1,1,1,-1,1,0,-1,1,1,1,1,-1,0,-1,-1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
2066,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,-1
1882,1,-1,1,1,1,1,0,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
10589,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1
2925,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,-1
5569,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1
4139,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1382,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,-1,1,1,1,-1
5086,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,0,1,1,-1,1,1,-1,1,-1,1,1,-1,1
4532,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1
3085,1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,1
7113,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
4043,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
918,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,0,1,1,1,1,1,-1,0,-1,1,0,1,-1
1162,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,0,1,-1
3245,1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,-1,-1
6707,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
8986,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
5345,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,0,-1,-1,1,-1,0,1,1,1,1,1,-1,0,-1,1,1,1,1
1432,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1
1692,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
10250,-1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1
3547,-1,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,1,1,0,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
3444,1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
5545,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
2199,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,0,-1,1,1,0,-1,1,-1,-1,1,1,1,-1,1,0,-1,1
2563,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1
7821,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,1,0,-1,1,-1,-1,-1,1,0,-1,1,1,1,-1
9425,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
8832,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
631,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,1,1,-1,-1
2087,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
3615,1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,-1,-1,1,1,1,1,1,1
8409,-1,1,-1,-1,-1,-1,0,1,-1,1,1,-1,1,0,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
5487,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
4079,1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1
7282,1,1,1,1,1,-1,0,0,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,-1
10099,-1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,-1,1,1,1
5050,-1,-1,1,-1,-1,-1,0,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1
9140,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
8625,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,1,1,1,-1,1,1,1,-1
9691,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1
8925,1,-1,1,1,1,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,1,1,0,-1,1,0,1,-1
8894,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,0,-1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,0,1,-1
8437,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,0,1,1,0,-1,-1
6548,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,0,-1,1,0,1,-1,-1,-1,-1,1,1,1,1,0,1,1
6030,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
7118,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
429,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,1,1,0,1,-1,0,1,1
7046,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,-1,0,-1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,1
3369,1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1
2708,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
10028,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,1
5507,-1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,-1
5405,1,1,1,1,1,-1,0,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,0,-1,-1
7365,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,0,0,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1
9831,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
732,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1
3296,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
5314,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
7404,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
6911,-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,-1
10331,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,0,-1,-1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1
9220,-1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,-1,1,1,1,1,-1,1,0,-1,-1
6872,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
10859,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,0,-1,1,-1,1,1,1,1,-1,1,0,1,-1
2394,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,-1
5105,-1,-1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,0,1,1,1,1,-1
3337,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,-1,-1,1,1,1,1,1,1
8654,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1
3091,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,-1
9681,1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,0,-1,-1,0,1,-1
6473,1,-1,1,1,-1,-1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1,1,1,1,-1,1,0,1,-1,0,1,-1
3763,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,-1
8651,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
290,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,-1,-1,0,1,1,1,1,-1,1,-1,-1,1,0,-1,-1
595,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,0,1,1
1389,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,-1,-1,-1,0,1,-1
7590,-1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,-1,0,1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,-1
3630,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
3792,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
7717,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
10938,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1
9248,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,-1,1
4817,-1,1,1,-1,1,-1,0,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1305,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
1482,-1,1,-1,1,-1,-1,0,0,-1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1
3662,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
9982,1,-1,1,1,1,-1,1,0,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,-1,-1,-1,0,1,-1
